step,em,exec
0.3730362785257713,0.395067698,0.534816247582205
0.7460725570515426,0.464216634,0.6000967117988395
1.119108835577314,0.490812379,0.6373307543520309
1.4921451141030853,0.515957447,0.6610251450676983
1.8651813926288565,0.522136256,0.6647861594670106
2.238217671154628,0.538315066,0.6685471738663228
2.6112539496803993,0.534493875,0.6723081882656351
2.9842902282061705,0.550672684,0.6760692026649474
3.3573265067319418,0.546851494,0.6798302170642596
3.730362785257713,0.553030303,0.6835912314635719
4.103399063783485,0.569209112,0.6873522458628842
4.476435342309256,0.565387922,0.6911132602621964
4.849471620835027,0.571566731,0.6948742746615088
5.2225078993607985,0.585688588,0.6992263056092843
5.59554417788657,0.582688588,0.6958413926499033
5.968580456412341,0.574468085,0.6910058027079303
6.341616734938112,0.59139265,0.7064796905222437
6.7146530134638835,0.58172147,0.690522243713733
7.087689291989655,0.573500967,0.683752417794971
7.460725570515426,0.582205029,0.6876208897485493
7.833761849041197,0.584622824,0.6856866537717602
8.20679812756697,0.575435203,0.6827852998065764
8.57983440609274,0.576402321,0.6861702127659575
8.952870684618512,0.577852998,0.6784332688588007
9.325906963144282,0.5672147,0.6745647969052224
9.698943241670055,0.575918762,0.6827852998065764
10.071979520195825,0.569148936,0.675531914893617
10.445015798721597,0.560928433,0.6644100580270793
10.818052077247367,0.573500967,0.6803675048355899
11.19108835577314,0.553675048,0.6702127659574468
11.56412463429891,0.569148936,0.6726305609284333
11.937160912824682,0.564796905,0.663926499032882
12.310197191350454,0.54787234,0.6590909090909091
12.683233469876225,0.558027079,0.6619922630560928
13.056269748401997,0.547388781,0.6508704061895552
13.429306026927767,0.54787234,0.6581237911025145
13.80234230545354,0.544970986,0.6532882011605415
